CMDLINE /home/gourliek/anaconda3/envs/ent15y/bin/python3.9 profile_test.py
MEM 8948.632812 1719526052.6383
MEM 8948.632812 1719526052.7386
MEM 8948.632812 1719526052.8390
MEM 8948.632812 1719526052.9393
MEM 8948.632812 1719526053.0397
MEM 8948.632812 1719526053.1427
MEM 8948.632812 1719526053.2431
MEM 8948.632812 1719526053.3435
MEM 8948.632812 1719526053.4469
MEM 8948.632812 1719526053.5474
MEM 8948.632812 1719526053.6477
MEM 8948.632812 1719526053.7482
MEM 8948.632812 1719526053.8486
MEM 8948.632812 1719526053.9490
MEM 8948.632812 1719526054.0494
MEM 8948.632812 1719526054.1499
MEM 8948.632812 1719526054.2507
MEM 8948.632812 1719526054.3511
MEM 8948.632812 1719526054.4515
MEM 8948.632812 1719526054.5520
MEM 8948.632812 1719526054.6524
MEM 8948.632812 1719526054.7528
MEM 8948.632812 1719526054.8532
MEM 8948.632812 1719526054.9536
MEM 8948.632812 1719526055.0583
MEM 8948.632812 1719526055.1587
MEM 8948.632812 1719526055.2612
MEM 8948.632812 1719526055.3627
MEM 8948.632812 1719526055.4674
MEM 8948.632812 1719526055.5678
MEM 8948.632812 1719526055.6682
MEM 8948.632812 1719526055.7687
MEM 8948.632812 1719526055.8690
MEM 8948.632812 1719526055.9694
MEM 8948.632812 1719526056.0697
MEM 8948.632812 1719526056.1701
MEM 8948.632812 1719526056.2705
MEM 8948.632812 1719526056.3709
MEM 8948.632812 1719526056.4713
MEM 8948.632812 1719526056.5717
MEM 8948.632812 1719526056.6721
MEM 8948.632812 1719526056.7724
MEM 8948.632812 1719526056.8728
MEM 8948.632812 1719526056.9732
MEM 8948.632812 1719526057.0737
MEM 8948.632812 1719526057.1744
MEM 8948.632812 1719526057.2748
MEM 8948.632812 1719526057.3827
MEM 8948.632812 1719526057.4831
MEM 8948.632812 1719526057.5835
MEM 8948.632812 1719526057.6839
MEM 8948.632812 1719526057.7844
MEM 8948.632812 1719526057.8849
MEM 8948.632812 1719526057.9853
MEM 8948.632812 1719526058.0860
MEM 8948.632812 1719526058.1864
MEM 8948.632812 1719526058.2868
MEM 8948.632812 1719526058.3872
MEM 8948.632812 1719526058.4901
MEM 8948.632812 1719526058.5960
MEM 8948.632812 1719526058.7019
MEM 8948.757812 1719526058.8024
MEM 8948.757812 1719526058.9029
MEM 8948.757812 1719526059.0033
MEM 8948.757812 1719526059.1038
MEM 8948.757812 1719526059.2042
MEM 8948.757812 1719526059.3047
MEM 8948.757812 1719526059.4051
MEM 8948.757812 1719526059.5055
MEM 8948.757812 1719526059.6060
MEM 8948.757812 1719526059.7064
MEM 8948.757812 1719526059.8068
MEM 8948.757812 1719526059.9073
MEM 8948.757812 1719526060.0077
MEM 8948.757812 1719526060.1081
MEM 8948.757812 1719526060.2085
MEM 8948.757812 1719526060.3090
MEM 8948.757812 1719526060.4094
MEM 8948.757812 1719526060.5098
MEM 8948.757812 1719526060.6103
MEM 8948.757812 1719526060.7107
MEM 8948.757812 1719526060.8112
MEM 8948.757812 1719526060.9116
MEM 8948.757812 1719526061.0120
MEM 8948.757812 1719526061.1124
MEM 8948.757812 1719526061.2128
MEM 8948.757812 1719526061.3133
MEM 8948.757812 1719526061.4137
MEM 8948.757812 1719526061.5141
MEM 8948.757812 1719526061.6145
MEM 8948.757812 1719526061.7149
MEM 8948.757812 1719526061.8154
MEM 8948.757812 1719526061.9158
MEM 8948.757812 1719526062.0162
MEM 8948.757812 1719526062.1168
MEM 8948.757812 1719526062.2172
MEM 8948.757812 1719526062.3177
MEM 8948.757812 1719526062.4181
MEM 8948.757812 1719526062.5185
MEM 8948.757812 1719526062.6189
MEM 8948.757812 1719526062.7194
MEM 8948.757812 1719526062.8198
MEM 8948.757812 1719526062.9202
MEM 8948.757812 1719526063.0206
MEM 8948.757812 1719526063.1210
MEM 8948.757812 1719526063.2214
MEM 8948.757812 1719526063.3219
MEM 8948.757812 1719526063.4223
MEM 8948.757812 1719526063.5227
MEM 8948.757812 1719526063.6231
MEM 8948.757812 1719526063.7236
MEM 8948.757812 1719526063.8240
MEM 8948.757812 1719526063.9244
MEM 8948.757812 1719526064.0248
MEM 8948.757812 1719526064.1253
MEM 8948.757812 1719526064.2257
MEM 8948.757812 1719526064.3261
MEM 8948.757812 1719526064.4265
MEM 8948.757812 1719526064.5269
MEM 8948.757812 1719526064.6273
MEM 8948.757812 1719526064.7277
MEM 8948.757812 1719526064.8282
MEM 8948.757812 1719526064.9286
MEM 8948.757812 1719526065.0290
MEM 8948.757812 1719526065.1294
MEM 8948.757812 1719526065.2299
MEM 8948.757812 1719526065.3303
MEM 8948.757812 1719526065.4308
MEM 8948.757812 1719526065.5312
MEM 8948.757812 1719526065.6316
MEM 8948.757812 1719526065.7320
MEM 8948.757812 1719526065.8324
MEM 8948.757812 1719526065.9329
MEM 8948.757812 1719526066.0333
MEM 8948.757812 1719526066.1337
MEM 8948.757812 1719526066.2342
MEM 8948.757812 1719526066.3349
MEM 8948.757812 1719526066.4353
MEM 8948.757812 1719526066.5357
MEM 8948.757812 1719526066.6361
MEM 8948.757812 1719526066.7365
MEM 8948.757812 1719526066.8370
MEM 8948.757812 1719526066.9374
MEM 8948.757812 1719526067.0379
MEM 8948.757812 1719526067.1383
MEM 8948.757812 1719526067.2387
MEM 8948.757812 1719526067.3391
MEM 8948.757812 1719526067.4396
MEM 8948.757812 1719526067.5400
MEM 8948.757812 1719526067.6404
MEM 8948.757812 1719526067.7408
MEM 8948.757812 1719526067.8412
MEM 8948.757812 1719526067.9417
MEM 8948.757812 1719526068.0421
MEM 8948.757812 1719526068.1425
MEM 8948.757812 1719526068.2430
MEM 8948.757812 1719526068.3434
MEM 8948.757812 1719526068.4439
MEM 8948.757812 1719526068.5445
MEM 8948.757812 1719526068.6449
MEM 8948.757812 1719526068.7453
MEM 8948.757812 1719526068.8458
MEM 8948.757812 1719526068.9461
MEM 8948.757812 1719526069.0465
MEM 8948.757812 1719526069.1470
MEM 8948.757812 1719526069.2474
MEM 8948.757812 1719526069.3478
MEM 8948.757812 1719526069.4482
MEM 8948.757812 1719526069.5487
MEM 8948.757812 1719526069.6491
MEM 8948.757812 1719526069.7496
MEM 8948.757812 1719526069.8512
MEM 8948.757812 1719526069.9565
MEM 8948.757812 1719526070.0571
MEM 8948.757812 1719526070.1576
MEM 8948.757812 1719526070.2581
MEM 8948.757812 1719526070.3586
MEM 8948.757812 1719526070.4590
MEM 8948.757812 1719526070.5595
MEM 8948.757812 1719526070.6599
MEM 8948.757812 1719526070.7603
MEM 8948.757812 1719526070.8607
MEM 8948.757812 1719526070.9612
MEM 8948.757812 1719526071.0616
MEM 8948.757812 1719526071.1621
MEM 8948.757812 1719526071.2626
MEM 8948.757812 1719526071.3630
MEM 8948.757812 1719526071.4635
MEM 8948.757812 1719526071.5640
MEM 8948.757812 1719526071.6645
MEM 8948.757812 1719526071.7649
MEM 8948.757812 1719526071.8653
MEM 8948.757812 1719526071.9658
MEM 8948.757812 1719526072.0661
MEM 8948.757812 1719526072.1666
MEM 8948.757812 1719526072.2671
MEM 8948.757812 1719526072.3676
MEM 8948.757812 1719526072.4681
MEM 8948.757812 1719526072.5686
MEM 8948.757812 1719526072.6697
MEM 8948.757812 1719526072.7701
MEM 8948.757812 1719526072.8706
MEM 8948.757812 1719526072.9710
MEM 8948.757812 1719526073.0714
MEM 8948.757812 1719526073.1718
MEM 8948.757812 1719526073.2722
MEM 8948.757812 1719526073.3727
MEM 8948.757812 1719526073.4731
MEM 8948.757812 1719526073.5735
MEM 8948.757812 1719526073.6739
MEM 8948.757812 1719526073.7744
MEM 8948.757812 1719526073.8748
MEM 8948.757812 1719526073.9752
MEM 8948.757812 1719526074.0756
MEM 8948.757812 1719526074.1760
MEM 8948.757812 1719526074.2764
MEM 8948.757812 1719526074.3769
MEM 8948.757812 1719526074.4773
MEM 8948.757812 1719526074.5777
MEM 8948.757812 1719526074.6781
MEM 8948.757812 1719526074.7785
MEM 8948.757812 1719526074.8790
MEM 8948.757812 1719526074.9794
MEM 8948.757812 1719526075.0798
MEM 8948.757812 1719526075.1802
MEM 8948.757812 1719526075.2807
MEM 8948.757812 1719526075.3811
MEM 8948.757812 1719526075.4815
MEM 8948.757812 1719526075.5820
MEM 8948.757812 1719526075.6824
MEM 8948.757812 1719526075.7828
MEM 8948.757812 1719526075.8831
MEM 8948.757812 1719526075.9835
MEM 8948.757812 1719526076.0840
MEM 8948.757812 1719526076.1844
MEM 8948.757812 1719526076.2848
MEM 8948.757812 1719526076.3853
MEM 8948.757812 1719526076.4857
MEM 8948.757812 1719526076.5861
MEM 8948.757812 1719526076.6865
MEM 8948.757812 1719526076.7869
MEM 8948.757812 1719526076.8874
MEM 8948.757812 1719526076.9878
MEM 8948.757812 1719526077.0882
MEM 8948.757812 1719526077.1886
MEM 8948.757812 1719526077.2889
MEM 8948.757812 1719526077.3893
MEM 8948.757812 1719526077.4897
MEM 8948.757812 1719526077.5902
MEM 8948.757812 1719526077.6906
MEM 8948.757812 1719526077.7910
MEM 8948.757812 1719526077.8914
MEM 8948.757812 1719526077.9918
MEM 8948.757812 1719526078.0922
MEM 8948.757812 1719526078.1927
MEM 8948.757812 1719526078.2931
MEM 8948.757812 1719526078.3938
MEM 8948.757812 1719526078.4942
MEM 8948.757812 1719526078.5947
MEM 8948.757812 1719526078.6951
MEM 8948.757812 1719526078.7956
MEM 8948.757812 1719526078.8961
MEM 8948.757812 1719526078.9968
MEM 8948.757812 1719526079.0973
MEM 8948.757812 1719526079.1978
MEM 8948.757812 1719526079.2982
MEM 8948.757812 1719526079.3987
MEM 8948.757812 1719526079.4992
MEM 8948.757812 1719526079.5996
MEM 8948.757812 1719526079.7001
MEM 8948.757812 1719526079.8006
MEM 8948.757812 1719526079.9012
MEM 8948.757812 1719526080.0017
MEM 8948.757812 1719526080.1021
MEM 8948.757812 1719526080.2026
MEM 8948.757812 1719526080.3032
MEM 8948.757812 1719526080.4036
MEM 8948.757812 1719526080.5041
MEM 8948.757812 1719526080.6045
MEM 8948.757812 1719526080.7050
MEM 8948.757812 1719526080.8055
MEM 8948.757812 1719526080.9060
MEM 8948.757812 1719526081.0064
MEM 8948.757812 1719526081.1070
MEM 8948.757812 1719526081.2075
MEM 8948.757812 1719526081.3080
MEM 8948.757812 1719526081.4085
MEM 8948.757812 1719526081.5089
MEM 8948.757812 1719526081.6094
MEM 8948.757812 1719526081.7259
MEM 8948.757812 1719526081.8265
MEM 8948.757812 1719526081.9270
MEM 8948.757812 1719526082.0275
MEM 8948.757812 1719526082.1280
MEM 8948.757812 1719526082.2321
MEM 8948.757812 1719526082.3342
MEM 8948.757812 1719526082.4410
MEM 8948.757812 1719526082.5415
MEM 8948.757812 1719526082.6420
MEM 8948.757812 1719526082.7425
MEM 8948.757812 1719526082.8432
MEM 8948.757812 1719526082.9436
MEM 8948.757812 1719526083.0440
MEM 8948.757812 1719526083.1444
MEM 8948.757812 1719526083.2448
MEM 8948.757812 1719526083.3452
MEM 8948.757812 1719526083.4456
MEM 8948.757812 1719526083.5461
MEM 8948.757812 1719526083.6465
MEM 8948.757812 1719526083.7469
MEM 8948.757812 1719526083.8474
MEM 8948.757812 1719526083.9478
MEM 8948.757812 1719526084.0482
MEM 8948.757812 1719526084.1486
MEM 8948.757812 1719526084.2490
MEM 8948.757812 1719526084.3495
MEM 8948.757812 1719526084.4499
MEM 8948.757812 1719526084.5503
MEM 8948.757812 1719526084.6507
MEM 8948.757812 1719526084.7512
MEM 8948.757812 1719526084.8517
MEM 8948.757812 1719526084.9522
MEM 8948.757812 1719526085.0527
MEM 8948.757812 1719526085.1531
MEM 8948.757812 1719526085.2536
MEM 8948.757812 1719526085.3541
MEM 8948.757812 1719526085.4545
MEM 8948.757812 1719526085.5549
MEM 8948.757812 1719526085.6554
MEM 8948.757812 1719526085.7558
MEM 8948.757812 1719526085.8563
MEM 8948.757812 1719526085.9566
MEM 8948.757812 1719526086.0570
MEM 8948.757812 1719526086.1574
MEM 8948.757812 1719526086.2578
MEM 8948.757812 1719526086.3582
MEM 8948.757812 1719526086.4586
MEM 8948.757812 1719526086.5591
MEM 8948.757812 1719526086.6596
MEM 8948.757812 1719526086.7600
MEM 8948.757812 1719526086.8604
MEM 8948.757812 1719526086.9608
MEM 8948.757812 1719526087.0702
MEM 8948.757812 1719526087.1707
MEM 8948.757812 1719526087.2711
MEM 8948.757812 1719526087.3715
MEM 8948.757812 1719526087.4720
MEM 8948.757812 1719526087.5724
MEM 8948.757812 1719526087.6729
MEM 8948.757812 1719526087.7733
MEM 8948.757812 1719526087.8737
MEM 8948.757812 1719526087.9745
MEM 8948.757812 1719526088.0749
MEM 8948.757812 1719526088.1754
MEM 8948.757812 1719526088.2759
MEM 8948.757812 1719526088.3764
MEM 8948.757812 1719526088.4769
MEM 8948.757812 1719526088.5774
MEM 8948.757812 1719526088.6779
MEM 8948.757812 1719526088.7784
MEM 8948.757812 1719526088.8789
MEM 8948.757812 1719526088.9793
MEM 8948.757812 1719526089.0798
MEM 8948.757812 1719526089.1803
MEM 8948.757812 1719526089.2808
MEM 8948.757812 1719526089.3814
MEM 8948.757812 1719526089.4819
MEM 8948.757812 1719526089.5824
MEM 8948.757812 1719526089.6829
MEM 8948.757812 1719526089.7833
MEM 8948.757812 1719526089.8838
MEM 8948.757812 1719526089.9842
MEM 8948.757812 1719526090.0846
MEM 8948.757812 1719526090.1850
MEM 8948.757812 1719526090.2854
MEM 8948.757812 1719526090.3858
MEM 8948.757812 1719526090.4862
MEM 8948.757812 1719526090.5866
MEM 8948.757812 1719526090.6871
MEM 8948.757812 1719526090.7874
MEM 8948.757812 1719526090.8878
MEM 8948.757812 1719526090.9882
MEM 8948.757812 1719526091.0885
MEM 8948.757812 1719526091.1888
MEM 8948.757812 1719526091.2891
MEM 8948.757812 1719526091.3895
MEM 8948.757812 1719526091.4899
MEM 8948.757812 1719526091.5903
MEM 8948.757812 1719526091.6907
MEM 8948.757812 1719526091.7911
MEM 8948.757812 1719526091.8915
MEM 8948.757812 1719526091.9918
MEM 8948.757812 1719526092.0921
MEM 8948.757812 1719526092.1924
MEM 8948.757812 1719526092.2927
MEM 8948.757812 1719526092.3930
MEM 8948.757812 1719526092.4933
MEM 8948.757812 1719526092.5936
MEM 8948.757812 1719526092.6940
MEM 8948.757812 1719526092.7944
MEM 8948.757812 1719526092.8947
MEM 8948.757812 1719526092.9951
MEM 8948.757812 1719526093.0957
MEM 8948.757812 1719526093.1961
MEM 8948.757812 1719526093.2965
MEM 8948.757812 1719526093.3969
MEM 8948.757812 1719526093.4974
MEM 8948.757812 1719526093.5978
MEM 8948.757812 1719526093.6982
MEM 8948.757812 1719526093.7986
MEM 8948.757812 1719526093.8990
MEM 8948.757812 1719526093.9994
MEM 8948.757812 1719526094.0999
MEM 8948.757812 1719526094.2003
MEM 8948.757812 1719526094.3008
MEM 8948.757812 1719526094.4013
MEM 8948.757812 1719526094.5017
MEM 8948.757812 1719526094.6031
MEM 8948.757812 1719526094.7036
MEM 8948.757812 1719526094.8041
MEM 8948.757812 1719526094.9046
MEM 8948.757812 1719526095.0062
MEM 8948.757812 1719526095.1102
MEM 8948.757812 1719526095.2113
MEM 8948.757812 1719526095.3142
MEM 8948.757812 1719526095.4146
MEM 8948.757812 1719526095.5151
MEM 8948.757812 1719526095.6155
MEM 8948.757812 1719526095.7160
MEM 8948.757812 1719526095.8165
MEM 8948.757812 1719526095.9223
MEM 8948.757812 1719526096.0228
MEM 8948.757812 1719526096.1232
MEM 8948.757812 1719526096.2237
MEM 8948.757812 1719526096.3243
MEM 8948.757812 1719526096.4249
MEM 8948.757812 1719526096.5255
MEM 8948.757812 1719526096.6261
MEM 8948.757812 1719526096.7266
MEM 8948.757812 1719526096.8270
MEM 8948.757812 1719526096.9275
MEM 8948.757812 1719526097.0280
MEM 8948.757812 1719526097.1284
MEM 8948.757812 1719526097.2289
MEM 8948.757812 1719526097.3295
MEM 8948.757812 1719526097.4300
MEM 8948.757812 1719526097.5306
MEM 8948.757812 1719526097.6311
MEM 8948.757812 1719526097.7317
MEM 8948.757812 1719526097.8322
MEM 8948.757812 1719526097.9328
MEM 8948.757812 1719526098.0333
MEM 8948.757812 1719526098.1338
MEM 8948.757812 1719526098.2344
MEM 8948.757812 1719526098.3348
MEM 8948.757812 1719526098.4354
MEM 8948.757812 1719526098.5360
MEM 8948.757812 1719526098.6365
MEM 8948.757812 1719526098.7371
MEM 8948.757812 1719526098.8417
MEM 8948.757812 1719526098.9422
MEM 8948.757812 1719526099.0427
MEM 8948.757812 1719526099.1432
MEM 8948.757812 1719526099.2437
MEM 8948.757812 1719526099.3442
MEM 8948.757812 1719526099.4447
MEM 8948.757812 1719526099.5452
MEM 8948.757812 1719526099.6458
MEM 8948.757812 1719526099.7464
MEM 8948.757812 1719526099.8470
MEM 8948.757812 1719526099.9475
MEM 8948.757812 1719526100.0482
MEM 8948.757812 1719526100.1488
MEM 8948.757812 1719526100.2494
MEM 8948.757812 1719526100.3499
MEM 8948.757812 1719526100.4504
MEM 8948.757812 1719526100.5509
MEM 8948.757812 1719526100.6514
MEM 8948.757812 1719526100.7519
MEM 8948.757812 1719526100.8525
MEM 8948.757812 1719526100.9530
MEM 8948.757812 1719526101.0536
MEM 8948.757812 1719526101.1541
MEM 8948.757812 1719526101.2546
MEM 8948.757812 1719526101.3551
MEM 8948.757812 1719526101.4557
MEM 8948.757812 1719526101.5562
MEM 8948.757812 1719526101.6567
MEM 8948.757812 1719526101.7573
MEM 8948.757812 1719526101.8579
MEM 8948.757812 1719526101.9585
MEM 8948.757812 1719526102.0591
MEM 8948.757812 1719526102.1596
MEM 8948.757812 1719526102.2602
MEM 8948.757812 1719526102.3608
MEM 8948.757812 1719526102.4613
MEM 8948.757812 1719526102.5618
MEM 8948.757812 1719526102.6623
MEM 8948.757812 1719526102.7628
MEM 8948.757812 1719526102.8634
MEM 8948.757812 1719526102.9639
MEM 8948.757812 1719526103.0645
MEM 8948.757812 1719526103.1651
MEM 8948.757812 1719526103.2657
MEM 8948.757812 1719526103.3663
MEM 8948.757812 1719526103.4668
MEM 8948.757812 1719526103.5674
MEM 8948.757812 1719526103.6679
MEM 8948.757812 1719526103.7685
MEM 8948.757812 1719526103.8691
MEM 8948.757812 1719526103.9696
MEM 9759.343750 1719526104.0705
MEM 10451.343750 1719526104.1710
MEM 10451.343750 1719526104.2715
MEM 10451.343750 1719526104.3720
MEM 10451.593750 1719526104.4724
MEM 10451.593750 1719526104.5728
MEM 10451.593750 1719526104.6734
MEM 10451.718750 1719526104.7739
MEM 10451.718750 1719526104.8744
MEM 10091.343750 1719526104.9749
MEM 8178.914062 1719526105.0754
MEM 6092.250000 1719526105.1760
MEM 6354.347656 1719526105.2765
MEM 6624.347656 1719526105.3772
MEM 4439.675781 1719526105.4776
MEM 4514.687500 1719526105.5782
MEM 4734.195312 1719526105.6787
MEM 5118.195312 1719526105.7792
MEM 5504.195312 1719526105.8797
MEM 5890.195312 1719526105.9802
MEM 6278.195312 1719526106.0807
MEM 6660.195312 1719526106.1812
MEM 7048.195312 1719526106.2817
MEM 7434.195312 1719526106.3822
MEM 7625.257812 1719526106.4827
MEM 7638.132812 1719526106.5832
MEM 7638.132812 1719526106.6837
MEM 7638.132812 1719526106.7842
MEM 7638.132812 1719526106.8846
MEM 7643.382812 1719526106.9849
MEM 7645.757812 1719526107.0853
MEM 7645.757812 1719526107.1859
MEM 7645.757812 1719526107.2863
MEM 7645.757812 1719526107.3867
MEM 7651.132812 1719526107.4871
MEM 7651.132812 1719526107.5875
MEM 7659.507812 1719526107.6879
MEM 7694.632812 1719526107.7884
MEM 7704.507812 1719526107.8888
MEM 7704.507812 1719526107.9892
MEM 7704.507812 1719526108.0896
MEM 7704.507812 1719526108.1900
MEM 7704.507812 1719526108.2908
MEM 7704.507812 1719526108.3912
MEM 7704.507812 1719526108.4921
MEM 7704.507812 1719526108.5926
MEM 7704.507812 1719526108.6930
MEM 7704.507812 1719526108.7935
MEM 7704.507812 1719526108.8939
MEM 7716.007812 1719526108.9943
MEM 7736.382812 1719526109.0947
MEM 7742.257812 1719526109.1952
MEM 7742.257812 1719526109.2957
MEM 7742.257812 1719526109.3961
MEM 7742.257812 1719526109.4966
MEM 7742.257812 1719526109.5970
MEM 7742.257812 1719526109.6975
MEM 7742.257812 1719526109.7980
MEM 7742.257812 1719526109.8984
MEM 7742.257812 1719526109.9989
MEM 7742.257812 1719526110.0994
MEM 4526.164062 1719526110.1999
MEM 4635.355469 1719526110.3004
MEM 5202.480469 1719526110.4010
MEM 5770.355469 1719526110.5016
MEM 6050.480469 1719526110.6021
MEM 6065.230469 1719526110.7026
MEM 6065.230469 1719526110.8031
MEM 6065.230469 1719526110.9036
MEM 6065.230469 1719526111.0040
MEM 6065.230469 1719526111.1045
MEM 6065.230469 1719526111.2050
MEM 6065.230469 1719526111.3054
MEM 6065.230469 1719526111.4059
MEM 6065.230469 1719526111.5063
MEM 6065.230469 1719526111.6067
MEM 6065.230469 1719526111.7071
MEM 6065.230469 1719526111.8076
MEM 6065.230469 1719526111.9080
MEM 6065.230469 1719526112.0084
MEM 6065.230469 1719526112.1088
MEM 6065.230469 1719526112.2093
MEM 6065.230469 1719526112.3097
MEM 6065.230469 1719526112.4101
MEM 6065.230469 1719526112.5105
MEM 6065.230469 1719526112.6110
MEM 6065.230469 1719526112.7114
MEM 6065.230469 1719526112.8119
MEM 6065.230469 1719526112.9129
MEM 6065.230469 1719526113.0134
MEM 6065.230469 1719526113.1139
MEM 6065.230469 1719526113.2144
MEM 6065.230469 1719526113.3148
MEM 6065.230469 1719526113.4152
MEM 6065.230469 1719526113.5156
MEM 6065.230469 1719526113.6239
MEM 6065.230469 1719526113.7243
MEM 6065.230469 1719526113.8247
MEM 6065.230469 1719526113.9251
MEM 6065.230469 1719526114.0255
MEM 5799.082031 1719526114.1261
MEM 4561.324219 1719526114.2267
MEM 2126.683594 1719526114.3273
MEM 2246.683594 1719526114.4278
MEM 2138.078125 1719526114.5284
MEM 2194.078125 1719526114.6289
MEM 2248.078125 1719526114.7294
MEM 2304.078125 1719526114.8299
MEM 2360.078125 1719526114.9304
MEM 2416.078125 1719526115.0309
MEM 2474.078125 1719526115.1314
MEM 2530.078125 1719526115.2320
MEM 2586.078125 1719526115.3325
MEM 2642.078125 1719526115.4331
MEM 2698.078125 1719526115.5336
MEM 2754.078125 1719526115.6342
MEM 2810.078125 1719526115.7347
MEM 2866.078125 1719526115.8353
MEM 2924.078125 1719526115.9359
MEM 2980.078125 1719526116.0365
MEM 3036.078125 1719526116.1370
MEM 3092.078125 1719526116.2376
MEM 3150.078125 1719526116.3382
MEM 3214.078125 1719526116.4387
MEM 3284.078125 1719526116.5393
MEM 3358.078125 1719526116.6396
MEM 3434.078125 1719526116.7400
MEM 3514.078125 1719526116.8404
MEM 3596.078125 1719526116.9409
MEM 3659.953125 1719526117.0414
MEM 3659.953125 1719526117.1419
MEM 3659.953125 1719526117.2424
MEM 3659.953125 1719526117.3429
MEM 3659.953125 1719526117.4433
MEM 3659.953125 1719526117.5438
MEM 3659.953125 1719526117.6443
MEM 3659.953125 1719526117.7448
MEM 3659.953125 1719526117.8452
MEM 3659.953125 1719526117.9457
MEM 3659.953125 1719526118.0461
MEM 3659.953125 1719526118.1466
MEM 3659.953125 1719526118.2471
MEM 3659.953125 1719526118.3476
MEM 3659.953125 1719526118.4480
MEM 3659.953125 1719526118.5485
MEM 3659.953125 1719526118.6489
MEM 3659.953125 1719526118.7573
MEM 3659.953125 1719526118.8578
MEM 3659.953125 1719526118.9583
MEM 3659.953125 1719526119.0587
MEM 3659.953125 1719526119.1592
MEM 3659.953125 1719526119.2596
MEM 3659.953125 1719526119.3601
MEM 3659.953125 1719526119.4605
MEM 3659.953125 1719526119.5610
MEM 3659.953125 1719526119.6614
MEM 3659.953125 1719526119.7618
MEM 3659.953125 1719526119.8623
MEM 3659.953125 1719526119.9627
MEM 3659.953125 1719526120.0632
MEM 3659.953125 1719526120.1636
MEM 3659.953125 1719526120.2641
MEM 3659.953125 1719526120.3646
MEM 3659.953125 1719526120.4650
MEM 3659.953125 1719526120.5655
MEM 3659.953125 1719526120.6661
MEM 3659.953125 1719526120.7665
MEM 3659.953125 1719526120.8673
MEM 3659.953125 1719526120.9678
MEM 3660.203125 1719526121.0683
MEM 3660.203125 1719526121.1688
MEM 3660.203125 1719526121.2694
MEM 3660.203125 1719526121.3699
MEM 3660.203125 1719526121.4703
MEM 3660.203125 1719526121.5708
MEM 3660.203125 1719526121.6713
MEM 3660.203125 1719526121.7717
MEM 3660.203125 1719526121.8722
MEM 3660.203125 1719526121.9726
MEM 3660.203125 1719526122.0731
MEM 3660.203125 1719526122.1735
MEM 3660.203125 1719526122.2740
MEM 3660.203125 1719526122.3744
MEM 3660.203125 1719526122.4749
MEM 3660.203125 1719526122.5754
MEM 3660.203125 1719526122.6758
MEM 3660.203125 1719526122.7763
MEM 3660.203125 1719526122.8768
MEM 3660.203125 1719526122.9773
MEM 3660.203125 1719526123.0777
MEM 3660.203125 1719526123.1781
MEM 3660.203125 1719526123.2786
MEM 3660.203125 1719526123.3791
MEM 3660.203125 1719526123.4795
MEM 3660.203125 1719526123.5800
MEM 3660.203125 1719526123.6804
MEM 3660.203125 1719526123.7809
MEM 3660.203125 1719526123.8814
MEM 3660.203125 1719526123.9819
MEM 3660.203125 1719526124.0823
MEM 3660.203125 1719526124.1828
MEM 3660.203125 1719526124.2832
MEM 3660.203125 1719526124.3837
MEM 3660.203125 1719526124.4842
MEM 3660.203125 1719526124.5846
MEM 3660.203125 1719526124.6851
MEM 3660.203125 1719526124.7855
MEM 3660.203125 1719526124.8860
MEM 3660.203125 1719526124.9864
MEM 3660.203125 1719526125.0869
MEM 3660.203125 1719526125.1874
MEM 3660.203125 1719526125.2878
MEM 3660.203125 1719526125.3884
MEM 3679.828125 1719526125.4889
MEM 3910.578125 1719526125.5894
MEM 4074.578125 1719526125.6899
MEM 4229.328125 1719526125.7904
MEM 4389.078125 1719526125.8908
MEM 4549.328125 1719526125.9914
MEM 4715.203125 1719526126.0920
MEM 4881.953125 1719526126.1925
MEM 5047.328125 1719526126.2931
MEM 5213.828125 1719526126.3937
MEM 5233.703125 1719526126.4942
MEM 5233.703125 1719526126.5947
MEM 5233.703125 1719526126.6953
MEM 5233.703125 1719526126.7958
MEM 5233.703125 1719526126.8963
MEM 5249.953125 1719526126.9968
MEM 5249.953125 1719526127.0972
MEM 5249.953125 1719526127.1977
MEM 5249.953125 1719526127.2982
MEM 5249.953125 1719526127.3988
MEM 5249.953125 1719526127.4993
MEM 5249.953125 1719526127.5998
MEM 5249.953125 1719526127.7004
MEM 5249.953125 1719526127.8009
MEM 5249.953125 1719526127.9014
MEM 5249.953125 1719526128.0019
MEM 5249.953125 1719526128.1024
MEM 5249.953125 1719526128.2029
MEM 6321.000000 1719526128.3036
MEM 6791.062500 1719526128.4041
MEM 6791.062500 1719526128.5047
MEM 6791.312500 1719526128.6052
MEM 6791.437500 1719526128.7057
MEM 6791.437500 1719526128.8062
MEM 6791.687500 1719526128.9067
MEM 6792.187500 1719526129.0073
MEM 6792.437500 1719526129.1078
MEM 5959.093750 1719526129.2083
MEM 5305.839844 1719526129.3089
MEM 5431.839844 1719526129.4095
MEM 5557.839844 1719526129.5102
MEM 5683.839844 1719526129.6108
MEM 5811.839844 1719526129.7113
MEM 5931.972656 1719526129.8119
MEM 6114.285156 1719526129.9125
MEM 6382.285156 1719526130.0131
MEM 6644.285156 1719526130.1137
MEM 6864.285156 1719526130.2142
MEM 6986.535156 1719526130.3147
MEM 7122.535156 1719526130.4152
MEM 7249.910156 1719526130.5156
