CMDLINE /home/gourliek/anaconda3/envs/ent15y/bin/python3.9 profile_test.py
MEM 7522.167969 1719526009.5301
MEM 7522.542969 1719526009.6305
MEM 7523.167969 1719526009.7309
MEM 7523.167969 1719526009.8324
MEM 7523.417969 1719526009.9333
MEM 7523.917969 1719526010.0337
MEM 7524.167969 1719526010.1341
MEM 7524.167969 1719526010.2345
MEM 7524.167969 1719526010.3350
MEM 7524.167969 1719526010.4355
MEM 7524.417969 1719526010.5360
MEM 7524.417969 1719526010.6365
MEM 7524.417969 1719526010.7370
MEM 7524.417969 1719526010.8375
MEM 7524.417969 1719526010.9380
MEM 7524.417969 1719526011.0384
MEM 7525.167969 1719526011.1389
MEM 7525.167969 1719526011.2393
MEM 7525.167969 1719526011.3398
MEM 7525.167969 1719526011.4402
MEM 7525.542969 1719526011.5422
MEM 7525.542969 1719526011.6426
MEM 7525.792969 1719526011.7431
MEM 7525.792969 1719526011.8435
MEM 7525.792969 1719526011.9442
MEM 7525.792969 1719526012.0447
MEM 7525.792969 1719526012.1452
MEM 7525.792969 1719526012.2461
MEM 7526.167969 1719526012.3467
MEM 7526.167969 1719526012.4472
MEM 7526.167969 1719526012.5477
MEM 7526.167969 1719526012.6484
MEM 7526.167969 1719526012.7491
MEM 7526.167969 1719526012.8496
MEM 7526.167969 1719526012.9501
MEM 7526.542969 1719526013.0505
MEM 7526.542969 1719526013.1509
MEM 7526.542969 1719526013.2513
MEM 7526.542969 1719526013.3518
MEM 7526.542969 1719526013.4530
MEM 7526.542969 1719526013.5541
MEM 7526.542969 1719526013.6622
MEM 7526.542969 1719526013.7627
MEM 7526.542969 1719526013.8631
MEM 7526.542969 1719526013.9635
MEM 7526.542969 1719526014.0639
MEM 7526.542969 1719526014.1643
MEM 7526.542969 1719526014.2648
MEM 7526.542969 1719526014.3652
MEM 7526.542969 1719526014.4657
MEM 7526.542969 1719526014.5661
MEM 7526.542969 1719526014.6666
MEM 7526.542969 1719526014.7670
MEM 7526.542969 1719526014.8675
MEM 7526.542969 1719526014.9702
MEM 7526.542969 1719526015.0711
MEM 7526.542969 1719526015.1716
MEM 7526.542969 1719526015.2720
MEM 7526.542969 1719526015.3726
MEM 7527.292969 1719526015.4730
MEM 7527.292969 1719526015.5782
MEM 7527.292969 1719526015.6786
MEM 7527.292969 1719526015.7821
MEM 7528.042969 1719526015.8861
MEM 7528.042969 1719526015.9901
MEM 7528.042969 1719526016.0943
MEM 7528.042969 1719526016.1948
MEM 7528.042969 1719526016.2953
MEM 7528.042969 1719526016.3957
MEM 7528.042969 1719526016.4962
MEM 7528.042969 1719526016.5966
MEM 7528.042969 1719526016.6970
MEM 7528.042969 1719526016.7974
MEM 7528.042969 1719526016.8978
MEM 7528.042969 1719526016.9982
MEM 7528.042969 1719526017.1000
MEM 7528.042969 1719526017.2005
MEM 7528.042969 1719526017.3010
MEM 7528.042969 1719526017.4015
MEM 7528.042969 1719526017.5029
MEM 7528.042969 1719526017.6040
MEM 7528.042969 1719526017.7049
MEM 7528.042969 1719526017.8054
MEM 7528.042969 1719526017.9059
MEM 7528.042969 1719526018.0064
MEM 7528.042969 1719526018.1068
MEM 7528.042969 1719526018.2075
MEM 7528.042969 1719526018.3086
MEM 7528.042969 1719526018.4091
MEM 7528.042969 1719526018.5097
MEM 7528.042969 1719526018.6133
MEM 7528.042969 1719526018.7139
MEM 7528.042969 1719526018.8144
MEM 7528.042969 1719526018.9148
MEM 7528.042969 1719526019.0156
MEM 7528.042969 1719526019.1210
MEM 7528.292969 1719526019.2214
MEM 7528.292969 1719526019.3222
MEM 7528.292969 1719526019.4227
MEM 7528.292969 1719526019.5232
MEM 7528.292969 1719526019.6236
MEM 7528.667969 1719526019.7241
MEM 7528.667969 1719526019.8246
MEM 7528.667969 1719526019.9388
MEM 7528.667969 1719526020.0392
MEM 7528.667969 1719526020.1397
MEM 7528.667969 1719526020.2403
MEM 7528.667969 1719526020.3408
MEM 7528.667969 1719526020.4501
MEM 7528.667969 1719526020.5582
MEM 7528.667969 1719526020.6586
MEM 7528.667969 1719526020.7591
MEM 7528.667969 1719526020.8595
MEM 7528.667969 1719526020.9600
MEM 7528.667969 1719526021.0605
MEM 7528.667969 1719526021.1609
MEM 7528.667969 1719526021.2614
MEM 7528.667969 1719526021.3619
MEM 7528.667969 1719526021.4624
MEM 7528.667969 1719526021.5628
MEM 7528.667969 1719526021.6633
MEM 7528.667969 1719526021.7637
MEM 7528.667969 1719526021.8642
MEM 7528.667969 1719526021.9646
MEM 7528.667969 1719526022.0651
MEM 7528.667969 1719526022.1655
MEM 7528.917969 1719526022.2662
MEM 7528.917969 1719526022.3667
MEM 7528.917969 1719526022.4672
MEM 7528.917969 1719526022.5676
MEM 7528.917969 1719526022.6822
MEM 7529.292969 1719526022.7826
MEM 7529.292969 1719526022.8831
MEM 7529.292969 1719526022.9836
MEM 7529.292969 1719526023.0841
MEM 7529.292969 1719526023.1845
MEM 7529.292969 1719526023.2850
MEM 7529.292969 1719526023.3854
MEM 7529.667969 1719526023.4859
MEM 7529.667969 1719526023.5864
MEM 7529.667969 1719526023.6869
MEM 7529.667969 1719526023.7874
MEM 7529.667969 1719526023.8878
MEM 7529.667969 1719526023.9883
MEM 7529.667969 1719526024.0888
MEM 7529.917969 1719526024.1896
MEM 7529.917969 1719526024.2901
MEM 7529.917969 1719526024.3906
MEM 7529.917969 1719526024.5006
MEM 7529.917969 1719526024.6011
MEM 7530.167969 1719526024.7015
MEM 7530.167969 1719526024.8020
MEM 5201.109375 1719526024.9025
MEM 5305.359375 1719526025.0029
MEM 5412.234375 1719526025.1034
MEM 5524.984375 1719526025.2038
MEM 5637.984375 1719526025.3042
MEM 5729.859375 1719526025.4047
MEM 5839.359375 1719526025.5050
MEM 5172.433594 1719526025.6053
MEM 5393.808594 1719526025.7058
MEM 5597.558594 1719526025.8061
MEM 5796.808594 1719526025.9065
MEM 5951.433594 1719526026.0068
MEM 5958.308594 1719526026.1072
MEM 5958.308594 1719526026.2075
MEM 5958.308594 1719526026.3079
MEM 5958.558594 1719526026.4083
MEM 5958.558594 1719526026.5088
MEM 5958.558594 1719526026.6091
MEM 5958.558594 1719526026.7095
MEM 5958.558594 1719526026.8099
MEM 5958.558594 1719526026.9103
MEM 5958.808594 1719526027.0107
MEM 5958.808594 1719526027.1111
MEM 5958.808594 1719526027.2115
MEM 5958.808594 1719526027.3120
MEM 5958.808594 1719526027.4124
MEM 5958.808594 1719526027.5136
MEM 5959.183594 1719526027.6142
MEM 5959.183594 1719526027.7146
MEM 5959.183594 1719526027.8151
MEM 5959.183594 1719526027.9156
MEM 5959.683594 1719526028.0161
MEM 5959.683594 1719526028.1165
MEM 5960.058594 1719526028.2170
MEM 5960.058594 1719526028.3175
MEM 5960.058594 1719526028.4180
MEM 5960.058594 1719526028.5185
MEM 5960.308594 1719526028.6189
MEM 5960.683594 1719526028.7194
MEM 5960.933594 1719526028.8198
MEM 5960.933594 1719526028.9203
MEM 5960.933594 1719526029.0207
MEM 5960.933594 1719526029.1212
MEM 5962.058594 1719526029.2216
MEM 5962.058594 1719526029.3221
MEM 5962.058594 1719526029.4225
MEM 5962.058594 1719526029.5230
MEM 5962.433594 1719526029.6234
MEM 5962.433594 1719526029.7261
MEM 5963.058594 1719526029.8266
MEM 5963.058594 1719526029.9270
MEM 5963.058594 1719526030.0275
MEM 5963.058594 1719526030.1279
MEM 5963.308594 1719526030.2282
MEM 5963.683594 1719526030.3286
MEM 5963.683594 1719526030.4290
MEM 5963.683594 1719526030.5294
MEM 5963.683594 1719526030.6299
MEM 5963.933594 1719526030.7303
MEM 5963.933594 1719526030.8307
MEM 5963.933594 1719526030.9310
MEM 5963.933594 1719526031.0315
MEM 5963.933594 1719526031.1319
MEM 5963.933594 1719526031.2324
MEM 5963.933594 1719526031.3327
MEM 5963.933594 1719526031.4331
MEM 5963.933594 1719526031.5338
MEM 5963.933594 1719526031.6342
MEM 5964.308594 1719526031.7347
MEM 5964.308594 1719526031.8351
MEM 5964.308594 1719526031.9355
MEM 5964.308594 1719526032.0359
MEM 5964.308594 1719526032.1363
MEM 5964.308594 1719526032.2368
MEM 5964.558594 1719526032.3373
MEM 5964.558594 1719526032.4377
MEM 5965.558594 1719526032.5381
MEM 5965.808594 1719526032.6395
MEM 5965.808594 1719526032.7400
MEM 5965.808594 1719526032.8406
MEM 5965.808594 1719526032.9411
MEM 5965.808594 1719526033.0415
MEM 5966.433594 1719526033.1421
MEM 5967.183594 1719526033.2461
MEM 5967.183594 1719526033.3466
MEM 5967.183594 1719526033.4470
MEM 5967.183594 1719526033.5476
MEM 5967.183594 1719526033.6481
MEM 5967.183594 1719526033.7485
MEM 5967.183594 1719526033.8490
MEM 5967.183594 1719526033.9495
MEM 5967.183594 1719526034.0499
MEM 5967.183594 1719526034.1503
MEM 5967.183594 1719526034.2507
MEM 5967.183594 1719526034.3511
MEM 5967.183594 1719526034.4514
MEM 5967.183594 1719526034.5519
MEM 5967.183594 1719526034.6522
MEM 5967.183594 1719526034.7526
MEM 5967.183594 1719526034.8530
MEM 5967.183594 1719526034.9533
MEM 5967.183594 1719526035.0539
MEM 5967.183594 1719526035.1544
MEM 5967.183594 1719526035.2548
MEM 5967.183594 1719526035.3553
MEM 5967.183594 1719526035.4557
MEM 5967.183594 1719526035.5562
MEM 5967.183594 1719526035.6566
MEM 5967.183594 1719526035.7571
MEM 5967.183594 1719526035.8575
MEM 5967.183594 1719526035.9579
MEM 5967.183594 1719526036.0584
MEM 5967.183594 1719526036.1588
MEM 5967.183594 1719526036.2596
MEM 5967.183594 1719526036.3600
MEM 5967.183594 1719526036.4605
MEM 5967.183594 1719526036.5610
MEM 5967.183594 1719526036.6614
MEM 5967.183594 1719526036.7619
MEM 5967.183594 1719526036.8623
MEM 5967.183594 1719526036.9628
MEM 5967.183594 1719526037.0632
MEM 5967.183594 1719526037.1637
MEM 5967.183594 1719526037.2642
MEM 5967.183594 1719526037.3647
MEM 5967.183594 1719526037.4651
MEM 5967.183594 1719526037.5656
MEM 5967.183594 1719526037.6660
MEM 5967.183594 1719526037.7665
MEM 5967.183594 1719526037.8669
MEM 5967.183594 1719526037.9674
MEM 5967.183594 1719526038.0678
MEM 5967.183594 1719526038.1685
MEM 5967.183594 1719526038.2689
MEM 5967.183594 1719526038.3694
MEM 5967.183594 1719526038.4698
MEM 5967.183594 1719526038.5702
MEM 5967.183594 1719526038.6711
MEM 5967.183594 1719526038.7715
MEM 5967.183594 1719526038.8724
MEM 5967.183594 1719526038.9728
MEM 5967.183594 1719526039.0733
MEM 5967.183594 1719526039.1737
MEM 5967.183594 1719526039.2741
MEM 5967.183594 1719526039.3746
MEM 5967.183594 1719526039.4750
MEM 5967.183594 1719526039.5764
MEM 5967.183594 1719526039.6822
MEM 5967.183594 1719526039.7827
MEM 5967.183594 1719526039.8832
MEM 5967.183594 1719526039.9836
MEM 5967.183594 1719526040.0840
MEM 5967.183594 1719526040.1844
MEM 5967.183594 1719526040.2849
MEM 5967.183594 1719526040.3855
MEM 5967.183594 1719526040.4859
MEM 5967.433594 1719526040.5863
MEM 5967.433594 1719526040.6867
MEM 5967.433594 1719526040.7872
MEM 5967.433594 1719526040.8876
MEM 5967.433594 1719526040.9881
MEM 5967.683594 1719526041.0887
MEM 5967.683594 1719526041.1892
MEM 5967.683594 1719526041.2900
MEM 5967.683594 1719526041.3905
MEM 5967.683594 1719526041.4909
MEM 5967.683594 1719526041.5914
MEM 5967.683594 1719526041.6918
MEM 5967.683594 1719526041.7923
MEM 5967.683594 1719526041.8927
MEM 5967.683594 1719526041.9931
MEM 5967.683594 1719526042.0936
MEM 5967.683594 1719526042.1941
MEM 5967.683594 1719526042.2945
MEM 5967.683594 1719526042.3950
MEM 5967.683594 1719526042.4954
MEM 5967.683594 1719526042.5959
MEM 5967.683594 1719526042.6963
MEM 5967.683594 1719526042.7966
MEM 4564.632812 1719526042.8971
MEM 5030.632812 1719526042.9975
MEM 5520.632812 1719526043.0980
MEM 5994.882812 1719526043.1983
MEM 6316.632812 1719526043.2986
MEM 6620.132812 1719526043.3990
MEM 6940.632812 1719526043.4994
MEM 7221.507812 1719526043.5997
MEM 7532.132812 1719526043.7003
MEM 7863.132812 1719526043.8006
MEM 8198.132812 1719526043.9010
MEM 8532.757812 1719526044.0014
MEM 8876.382812 1719526044.1018
MEM 8948.632812 1719526044.2021
MEM 8948.632812 1719526044.3025
MEM 8948.632812 1719526044.4029
MEM 8948.632812 1719526044.5033
MEM 8948.632812 1719526044.6037
MEM 8948.632812 1719526044.7041
MEM 8948.632812 1719526044.8044
MEM 8948.632812 1719526044.9049
MEM 8948.632812 1719526045.0057
MEM 8948.632812 1719526045.1066
MEM 8948.632812 1719526045.2070
MEM 8948.632812 1719526045.3074
MEM 8948.632812 1719526045.4078
MEM 8948.632812 1719526045.5082
MEM 8948.632812 1719526045.6086
MEM 8948.632812 1719526045.7090
MEM 8948.632812 1719526045.8094
MEM 8948.632812 1719526045.9099
MEM 8948.632812 1719526046.0103
MEM 8948.632812 1719526046.1106
MEM 8948.632812 1719526046.2117
MEM 8948.632812 1719526046.3131
MEM 8948.632812 1719526046.4135
MEM 8948.632812 1719526046.5139
MEM 8948.632812 1719526046.6144
MEM 8948.632812 1719526046.7148
MEM 8948.632812 1719526046.8152
MEM 8948.632812 1719526046.9158
MEM 8948.632812 1719526047.0162
MEM 8948.632812 1719526047.1167
MEM 8948.632812 1719526047.2171
MEM 8948.632812 1719526047.3176
MEM 8948.632812 1719526047.4179
MEM 8948.632812 1719526047.5183
MEM 8948.632812 1719526047.6186
MEM 8948.632812 1719526047.7191
MEM 8948.632812 1719526047.8195
MEM 8948.632812 1719526047.9199
MEM 8948.632812 1719526048.0203
MEM 8948.632812 1719526048.1207
MEM 8948.632812 1719526048.2211
MEM 8948.632812 1719526048.3215
MEM 8948.632812 1719526048.4218
MEM 8948.632812 1719526048.5222
MEM 8948.632812 1719526048.6225
MEM 8948.632812 1719526048.7229
MEM 8948.632812 1719526048.8232
MEM 8948.632812 1719526048.9237
MEM 8948.632812 1719526049.0241
MEM 8948.632812 1719526049.1244
MEM 8948.632812 1719526049.2248
MEM 8948.632812 1719526049.3251
MEM 8948.632812 1719526049.4254
MEM 8948.632812 1719526049.5257
MEM 8948.632812 1719526049.6260
MEM 8948.632812 1719526049.7264
MEM 8948.632812 1719526049.8267
MEM 8948.632812 1719526049.9270
MEM 8948.632812 1719526050.0274
MEM 8948.632812 1719526050.1279
MEM 8948.632812 1719526050.2283
MEM 8948.632812 1719526050.3286
MEM 8948.632812 1719526050.4290
MEM 8948.632812 1719526050.5294
MEM 8948.632812 1719526050.6299
MEM 8948.632812 1719526050.7303
MEM 8948.632812 1719526050.8306
MEM 8948.632812 1719526050.9311
MEM 8948.632812 1719526051.0315
MEM 8948.632812 1719526051.1319
MEM 8948.632812 1719526051.2323
MEM 8948.632812 1719526051.3327
MEM 8948.632812 1719526051.4330
MEM 8948.632812 1719526051.5334
MEM 8948.632812 1719526051.6337
MEM 8948.632812 1719526051.7341
MEM 8948.632812 1719526051.8345
MEM 8948.632812 1719526051.9349
MEM 8948.632812 1719526052.0359
MEM 8948.632812 1719526052.1363
MEM 8948.632812 1719526052.2368
MEM 8948.632812 1719526052.3371
MEM 8948.632812 1719526052.4375
MEM 8948.632812 1719526052.5379
